,Name,Year,Month,Day,Type
29193,Hedwig And The Angry Inch,2015,5,10,Musical
29194,It Shoulda Been You,2015,5,10,Musical
29196,Jersey Boys,2015,5,10,Musical
29197,Kinky Boots,2015,5,10,Musical
29199,Mamma Mia!,2015,5,10,Musical
29200,Matilda,2015,5,10,Musical
29201,On the Town (musical),2015,5,10,Musical
29202,On The Twentieth Century,2015,5,10,Musical
29204,Something Rotten!,2015,5,10,Musical
29206,The Book Of Mormon,2015,5,10,Musical
29208,The King And I 2015,2015,5,10,Musical
29209,The Lion King,2015,5,10,Musical
29210,The Phantom Of The Opera,2015,5,10,Musical
29211,The Visit 2015,2015,5,10,Musical
29212,Wicked,2015,5,10,Musical
29214,A Gentleman'S Guide To Love And Murder,2015,5,17,Musical
29216,Aladdin,2015,5,17,Musical
29218,An American In Paris,2015,5,17,Musical
29219,Beautiful: The Carole King Musical,2015,5,17,Musical
29220,Chicago,2015,5,17,Musical
29221,Finding Neverland,2015,5,17,Musical
29223,Fun Home,2015,5,17,Musical
29224,Gigi,2015,5,17,Musical
29226,Hedwig And The Angry Inch,2015,5,17,Musical
29227,It Shoulda Been You,2015,5,17,Musical
29229,Jersey Boys,2015,5,17,Musical
29230,Kinky Boots,2015,5,17,Musical
29232,Mamma Mia!,2015,5,17,Musical
29233,Matilda,2015,5,17,Musical
29234,On the Town (musical),2015,5,17,Musical
29235,On The Twentieth Century,2015,5,17,Musical
29237,Something Rotten!,2015,5,17,Musical
29239,The Book Of Mormon,2015,5,17,Musical
29241,The King And I 2015,2015,5,17,Musical
29242,The Lion King,2015,5,17,Musical
29243,The Phantom Of The Opera,2015,5,17,Musical
29244,The Visit 2015,2015,5,17,Musical
29245,Wicked,2015,5,17,Musical
29247,A Gentleman'S Guide To Love And Murder,2015,5,24,Musical
29249,Aladdin,2015,5,24,Musical
29251,An American In Paris,2015,5,24,Musical
29252,Beautiful: The Carole King Musical,2015,5,24,Musical
29253,Chicago,2015,5,24,Musical
29254,Finding Neverland,2015,5,24,Musical
29256,Fun Home,2015,5,24,Musical
29257,Gigi,2015,5,24,Musical
29259,Hedwig And The Angry Inch,2015,5,24,Musical
29260,It Shoulda Been You,2015,5,24,Musical
29262,Jersey Boys,2015,5,24,Musical
29263,Kinky Boots,2015,5,24,Musical
29265,Mamma Mia!,2015,5,24,Musical
29266,Matilda,2015,5,24,Musical
29267,On the Town (musical),2015,5,24,Musical
29268,On The Twentieth Century,2015,5,24,Musical
29270,Something Rotten!,2015,5,24,Musical
29272,The Book Of Mormon,2015,5,24,Musical
29274,The King And I 2015,2015,5,24,Musical
29275,The Lion King,2015,5,24,Musical
29276,The Phantom Of The Opera,2015,5,24,Musical
29277,The Visit 2015,2015,5,24,Musical
29278,Wicked,2015,5,24,Musical
29280,A Gentleman'S Guide To Love And Murder,2015,5,31,Musical
29282,Aladdin,2015,5,31,Musical
29284,An American In Paris,2015,5,31,Musical
29285,Beautiful: The Carole King Musical,2015,5,31,Musical
29286,Chicago,2015,5,31,Musical
29287,Finding Neverland,2015,5,31,Musical
29289,Fun Home,2015,5,31,Musical
29290,Gigi,2015,5,31,Musical
29292,Hedwig And The Angry Inch,2015,5,31,Musical
29293,It Shoulda Been You,2015,5,31,Musical
29295,Jersey Boys,2015,5,31,Musical
29296,Kinky Boots,2015,5,31,Musical
29298,Mamma Mia!,2015,5,31,Musical
29299,Matilda,2015,5,31,Musical
29300,On the Town (musical),2015,5,31,Musical
29301,On The Twentieth Century,2015,5,31,Musical
29303,Something Rotten!,2015,5,31,Musical
29305,The Book Of Mormon,2015,5,31,Musical
29307,The King And I 2015,2015,5,31,Musical
29308,The Lion King,2015,5,31,Musical
29309,The Phantom Of The Opera,2015,5,31,Musical
29310,The Visit 2015,2015,5,31,Musical
29311,Wicked,2015,5,31,Musical
29313,A Gentleman'S Guide To Love And Murder,2015,6,7,Musical
29315,Aladdin,2015,6,7,Musical
29317,An American In Paris,2015,6,7,Musical
29318,Beautiful: The Carole King Musical,2015,6,7,Musical
29319,Chicago,2015,6,7,Musical
29320,Finding Neverland,2015,6,7,Musical
29322,Fun Home,2015,6,7,Musical
29323,Gigi,2015,6,7,Musical
29325,Hedwig And The Angry Inch,2015,6,7,Musical
29326,It Shoulda Been You,2015,6,7,Musical
29328,Jersey Boys,2015,6,7,Musical
29329,Kinky Boots,2015,6,7,Musical
29331,Mamma Mia!,2015,6,7,Musical
29332,Matilda,2015,6,7,Musical
29333,On the Town (musical),2015,6,7,Musical
29334,On The Twentieth Century,2015,6,7,Musical
29336,Something Rotten!,2015,6,7,Musical
29338,The Book Of Mormon,2015,6,7,Musical
29340,The King And I 2015,2015,6,7,Musical
29341,The Lion King,2015,6,7,Musical
29342,The Phantom Of The Opera,2015,6,7,Musical
29343,The Visit 2015,2015,6,7,Musical
29344,Wicked,2015,6,7,Musical
29346,A Gentleman'S Guide To Love And Murder,2015,6,14,Musical
29347,Aladdin,2015,6,14,Musical
29349,An American In Paris,2015,6,14,Musical
29350,Beautiful: The Carole King Musical,2015,6,14,Musical
29351,Chicago,2015,6,14,Musical
29352,Finding Neverland,2015,6,14,Musical
29354,Fun Home,2015,6,14,Musical
29355,Gigi,2015,6,14,Musical
29357,Hedwig And The Angry Inch,2015,6,14,Musical
29358,It Shoulda Been You,2015,6,14,Musical
29359,Jersey Boys,2015,6,14,Musical
29360,Kinky Boots,2015,6,14,Musical
29362,Mamma Mia!,2015,6,14,Musical
29363,Matilda,2015,6,14,Musical
29364,On the Town (musical),2015,6,14,Musical
29365,On The Twentieth Century,2015,6,14,Musical
29367,Something Rotten!,2015,6,14,Musical
29369,The Book Of Mormon,2015,6,14,Musical
29371,The King And I 2015,2015,6,14,Musical
29372,The Lion King,2015,6,14,Musical
29373,The Phantom Of The Opera,2015,6,14,Musical
29374,The Visit 2015,2015,6,14,Musical
29375,Wicked,2015,6,14,Musical
29377,A Gentleman'S Guide To Love And Murder,2015,6,21,Musical
29378,Aladdin,2015,6,21,Musical
29380,An American In Paris,2015,6,21,Musical
29381,Beautiful: The Carole King Musical,2015,6,21,Musical
29382,Chicago,2015,6,21,Musical
29383,Finding Neverland,2015,6,21,Musical
29385,Fun Home,2015,6,21,Musical
29386,Gigi,2015,6,21,Musical
29388,Hedwig And The Angry Inch,2015,6,21,Musical
29389,It Shoulda Been You,2015,6,21,Musical
29390,Jersey Boys,2015,6,21,Musical
29391,Kinky Boots,2015,6,21,Musical
29393,Mamma Mia!,2015,6,21,Musical
29394,Matilda,2015,6,21,Musical
29395,On the Town (musical),2015,6,21,Musical
29396,On The Twentieth Century,2015,6,21,Musical
29398,Something Rotten!,2015,6,21,Musical
29400,The Book Of Mormon,2015,6,21,Musical
29402,The King And I 2015,2015,6,21,Musical
29403,The Lion King,2015,6,21,Musical
29404,The Phantom Of The Opera,2015,6,21,Musical
29405,Wicked,2015,6,21,Musical
29407,A Gentleman'S Guide To Love And Murder,2015,6,28,Musical
29408,Aladdin,2015,6,28,Musical
29409,Amazing Grace,2015,6,28,Musical
29411,An American In Paris,2015,6,28,Musical
29412,Beautiful: The Carole King Musical,2015,6,28,Musical
29413,Chicago,2015,6,28,Musical
29414,Finding Neverland,2015,6,28,Musical
29416,Fun Home,2015,6,28,Musical
29418,Hedwig And The Angry Inch,2015,6,28,Musical
29419,It Shoulda Been You,2015,6,28,Musical
29420,Jersey Boys,2015,6,28,Musical
29421,Kinky Boots,2015,6,28,Musical
29423,Mamma Mia!,2015,6,28,Musical
29424,Matilda,2015,6,28,Musical
29425,On the Town (musical),2015,6,28,Musical
29426,On The Twentieth Century,2015,6,28,Musical
29427,Something Rotten!,2015,6,28,Musical
29429,The Book Of Mormon,2015,6,28,Musical
29431,The King And I 2015,2015,6,28,Musical
29432,The Lion King,2015,6,28,Musical
29433,The Phantom Of The Opera,2015,6,28,Musical
29434,Wicked,2015,6,28,Musical
29436,A Gentleman'S Guide To Love And Murder,2015,7,5,Musical
29437,Aladdin,2015,7,5,Musical
29438,Amazing Grace,2015,7,5,Musical
29440,An American In Paris,2015,7,5,Musical
29441,Beautiful: The Carole King Musical,2015,7,5,Musical
29442,Chicago,2015,7,5,Musical
29443,Finding Neverland,2015,7,5,Musical
29445,Fun Home,2015,7,5,Musical
29447,Hedwig And The Angry Inch,2015,7,5,Musical
29448,It Shoulda Been You,2015,7,5,Musical
29449,Jersey Boys,2015,7,5,Musical
29450,Kinky Boots,2015,7,5,Musical
29452,Mamma Mia!,2015,7,5,Musical
29453,Matilda,2015,7,5,Musical
29454,On the Town (musical),2015,7,5,Musical
29455,On The Twentieth Century,2015,7,5,Musical
29456,Something Rotten!,2015,7,5,Musical
29457,The Book Of Mormon,2015,7,5,Musical
29459,The King And I 2015,2015,7,5,Musical
29460,The Lion King,2015,7,5,Musical
29461,The Phantom Of The Opera,2015,7,5,Musical
29462,Wicked,2015,7,5,Musical
29464,A Gentleman'S Guide To Love And Murder,2015,7,12,Musical
29465,Aladdin,2015,7,12,Musical
29466,Amazing Grace,2015,7,12,Musical
29468,An American In Paris,2015,7,12,Musical
29469,Beautiful: The Carole King Musical,2015,7,12,Musical
29470,Chicago,2015,7,12,Musical
29471,Finding Neverland,2015,7,12,Musical
29473,Fun Home,2015,7,12,Musical
29475,Hedwig And The Angry Inch,2015,7,12,Musical
29476,It Shoulda Been You,2015,7,12,Musical
29477,Jersey Boys,2015,7,12,Musical
29478,Kinky Boots,2015,7,12,Musical
29480,Mamma Mia!,2015,7,12,Musical
29481,Matilda,2015,7,12,Musical
29482,On the Town (musical),2015,7,12,Musical
29483,On The Twentieth Century,2015,7,12,Musical
29485,Something Rotten!,2015,7,12,Musical
29486,The Book Of Mormon,2015,7,12,Musical
29488,The King And I 2015,2015,7,12,Musical
29489,The Lion King,2015,7,12,Musical
29490,The Phantom Of The Opera,2015,7,12,Musical
29491,Wicked,2015,7,12,Musical
29492,A Gentleman'S Guide To Love And Murder,2015,7,19,Musical
29493,Aladdin,2015,7,19,Musical
29494,Amazing Grace,2015,7,19,Musical
29496,An American In Paris,2015,7,19,Musical
29497,Beautiful: The Carole King Musical,2015,7,19,Musical
29498,Chicago,2015,7,19,Musical
29499,Finding Neverland,2015,7,19,Musical
29501,Fun Home,2015,7,19,Musical
29502,Hamilton (musical),2015,7,19,Musical
29504,Hedwig And The Angry Inch,2015,7,19,Musical
29505,It Shoulda Been You,2015,7,19,Musical
29506,Jersey Boys,2015,7,19,Musical
29507,Kinky Boots,2015,7,19,Musical
29509,Mamma Mia!,2015,7,19,Musical
29510,Matilda,2015,7,19,Musical
29511,On the Town (musical),2015,7,19,Musical
29512,On The Twentieth Century,2015,7,19,Musical
29514,Something Rotten!,2015,7,19,Musical
29515,The Book Of Mormon,2015,7,19,Musical
29517,The King And I 2015,2015,7,19,Musical
29518,The Lion King,2015,7,19,Musical
29519,The Phantom Of The Opera,2015,7,19,Musical
29520,Wicked,2015,7,19,Musical
29521,A Gentleman'S Guide To Love And Murder,2015,7,26,Musical
29522,Aladdin,2015,7,26,Musical
29523,Amazing Grace,2015,7,26,Musical
29525,An American In Paris,2015,7,26,Musical
29526,Beautiful: The Carole King Musical,2015,7,26,Musical
29527,Chicago,2015,7,26,Musical
29528,Finding Neverland,2015,7,26,Musical
29530,Fun Home,2015,7,26,Musical
29531,Hamilton (musical),2015,7,26,Musical
29533,Hedwig And The Angry Inch,2015,7,26,Musical
29534,It Shoulda Been You,2015,7,26,Musical
29535,Jersey Boys,2015,7,26,Musical
29536,Kinky Boots,2015,7,26,Musical
29538,Mamma Mia!,2015,7,26,Musical
29539,Matilda,2015,7,26,Musical
29540,On the Town (musical),2015,7,26,Musical
29542,Something Rotten!,2015,7,26,Musical
29543,The Book Of Mormon,2015,7,26,Musical
29545,The King And I 2015,2015,7,26,Musical
29546,The Lion King,2015,7,26,Musical
29547,The Phantom Of The Opera,2015,7,26,Musical
29548,Wicked,2015,7,26,Musical
29549,A Gentleman'S Guide To Love And Murder,2015,8,2,Musical
29550,Aladdin,2015,8,2,Musical
29551,Amazing Grace,2015,8,2,Musical
29553,An American In Paris,2015,8,2,Musical
29554,Beautiful: The Carole King Musical,2015,8,2,Musical
29555,Chicago,2015,8,2,Musical
29556,Finding Neverland,2015,8,2,Musical
29558,Fun Home,2015,8,2,Musical
29559,Hamilton (musical),2015,8,2,Musical
29561,Hedwig And The Angry Inch,2015,8,2,Musical
29562,It Shoulda Been You,2015,8,2,Musical
29563,Jersey Boys,2015,8,2,Musical
29564,Kinky Boots,2015,8,2,Musical
29566,Mamma Mia!,2015,8,2,Musical
29567,Matilda,2015,8,2,Musical
29568,On the Town (musical),2015,8,2,Musical
29570,Something Rotten!,2015,8,2,Musical
29571,The Book Of Mormon,2015,8,2,Musical
29573,The King And I 2015,2015,8,2,Musical
29574,The Lion King,2015,8,2,Musical
29575,The Phantom Of The Opera,2015,8,2,Musical
29576,Wicked,2015,8,2,Musical
29577,A Gentleman'S Guide To Love And Murder,2015,8,9,Musical
29578,Aladdin,2015,8,9,Musical
29579,Amazing Grace,2015,8,9,Musical
29580,An American In Paris,2015,8,9,Musical
29581,Beautiful: The Carole King Musical,2015,8,9,Musical
29582,Chicago,2015,8,9,Musical
29583,Finding Neverland,2015,8,9,Musical
29584,Fun Home,2015,8,9,Musical
29585,Hamilton (musical),2015,8,9,Musical
29587,Hedwig And The Angry Inch,2015,8,9,Musical
29588,It Shoulda Been You,2015,8,9,Musical
29589,Jersey Boys,2015,8,9,Musical
29590,Kinky Boots,2015,8,9,Musical
29592,Mamma Mia!,2015,8,9,Musical
29593,Matilda,2015,8,9,Musical
29594,On the Town (musical),2015,8,9,Musical
29596,Something Rotten!,2015,8,9,Musical
29597,The Book Of Mormon,2015,8,9,Musical
29599,The King And I 2015,2015,8,9,Musical
29600,The Lion King,2015,8,9,Musical
29601,The Phantom Of The Opera,2015,8,9,Musical
29602,Wicked,2015,8,9,Musical
29603,A Gentleman'S Guide To Love And Murder,2015,8,16,Musical
29604,Aladdin,2015,8,16,Musical
29605,Amazing Grace,2015,8,16,Musical
29606,An American In Paris,2015,8,16,Musical
29607,Beautiful: The Carole King Musical,2015,8,16,Musical
29608,Chicago,2015,8,16,Musical
29609,Finding Neverland,2015,8,16,Musical
29610,Fun Home,2015,8,16,Musical
29611,Hamilton (musical),2015,8,16,Musical
29613,Hedwig And The Angry Inch,2015,8,16,Musical
29614,Jersey Boys,2015,8,16,Musical
29615,Kinky Boots,2015,8,16,Musical
29617,Mamma Mia!,2015,8,16,Musical
29618,Matilda,2015,8,16,Musical
29619,On the Town (musical),2015,8,16,Musical
29621,Something Rotten!,2015,8,16,Musical
29622,The Book Of Mormon,2015,8,16,Musical
29624,The King And I 2015,2015,8,16,Musical
29625,The Lion King,2015,8,16,Musical
29626,The Phantom Of The Opera,2015,8,16,Musical
29627,Wicked,2015,8,16,Musical
29628,A Gentleman'S Guide To Love And Murder,2015,8,23,Musical
29629,Aladdin,2015,8,23,Musical
29630,Amazing Grace,2015,8,23,Musical
29631,An American In Paris,2015,8,23,Musical
29632,Beautiful: The Carole King Musical,2015,8,23,Musical
29633,Chicago,2015,8,23,Musical
29634,Finding Neverland,2015,8,23,Musical
29635,Fun Home,2015,8,23,Musical
29636,Hamilton (musical),2015,8,23,Musical
29638,Hedwig And The Angry Inch,2015,8,23,Musical
29639,Jersey Boys,2015,8,23,Musical
29640,Kinky Boots,2015,8,23,Musical
29642,Mamma Mia!,2015,8,23,Musical
29643,Matilda,2015,8,23,Musical
29644,On the Town (musical),2015,8,23,Musical
29645,Something Rotten!,2015,8,23,Musical
29646,The Book Of Mormon,2015,8,23,Musical
29648,The King And I 2015,2015,8,23,Musical
29649,The Lion King,2015,8,23,Musical
29650,The Phantom Of The Opera,2015,8,23,Musical
29651,Wicked,2015,8,23,Musical
29652,A Gentleman'S Guide To Love And Murder,2015,8,30,Musical
29653,Aladdin,2015,8,30,Musical
29654,Amazing Grace,2015,8,30,Musical
29655,An American In Paris,2015,8,30,Musical
29656,Beautiful: The Carole King Musical,2015,8,30,Musical
29657,Chicago,2015,8,30,Musical
29658,Finding Neverland,2015,8,30,Musical
29659,Fun Home,2015,8,30,Musical
29660,Hamilton (musical),2015,8,30,Musical
29662,Hedwig And The Angry Inch,2015,8,30,Musical
29663,Jersey Boys,2015,8,30,Musical
29664,Kinky Boots,2015,8,30,Musical
29666,Mamma Mia!,2015,8,30,Musical
29667,Matilda,2015,8,30,Musical
29668,On the Town (musical),2015,8,30,Musical
29669,Something Rotten!,2015,8,30,Musical
29670,The Book Of Mormon,2015,8,30,Musical
29672,The King And I 2015,2015,8,30,Musical
29673,The Lion King,2015,8,30,Musical
29674,The Phantom Of The Opera,2015,8,30,Musical
29675,Wicked,2015,8,30,Musical
29676,A Gentleman'S Guide To Love And Murder,2015,9,6,Musical
29677,Aladdin,2015,9,6,Musical
29678,Amazing Grace,2015,9,6,Musical
29679,An American In Paris,2015,9,6,Musical
29680,Beautiful: The Carole King Musical,2015,9,6,Musical
29681,Chicago,2015,9,6,Musical
29682,Finding Neverland,2015,9,6,Musical
29683,Fun Home,2015,9,6,Musical
29684,Hamilton (musical),2015,9,6,Musical
29686,Hedwig And The Angry Inch,2015,9,6,Musical
29687,Jersey Boys,2015,9,6,Musical
29688,Kinky Boots,2015,9,6,Musical
29690,Mamma Mia!,2015,9,6,Musical
29691,Matilda,2015,9,6,Musical
29692,On the Town (musical),2015,9,6,Musical
29693,Something Rotten!,2015,9,6,Musical
29694,The Book Of Mormon,2015,9,6,Musical
29696,The King And I 2015,2015,9,6,Musical
29697,The Lion King,2015,9,6,Musical
29698,The Phantom Of The Opera,2015,9,6,Musical
29699,Wicked,2015,9,6,Musical
29700,A Gentleman'S Guide To Love And Murder,2015,9,13,Musical
29701,Aladdin,2015,9,13,Musical
29702,Amazing Grace,2015,9,13,Musical
29703,An American In Paris,2015,9,13,Musical
29704,Beautiful: The Carole King Musical,2015,9,13,Musical
29705,Chicago,2015,9,13,Musical
29706,Finding Neverland,2015,9,13,Musical
29707,Fun Home,2015,9,13,Musical
29708,Hamilton (musical),2015,9,13,Musical
29710,Hedwig And The Angry Inch,2015,9,13,Musical
29711,Jersey Boys,2015,9,13,Musical
29712,Kinky Boots,2015,9,13,Musical
29714,Mamma Mia!,2015,9,13,Musical
29715,Matilda,2015,9,13,Musical
29716,Something Rotten!,2015,9,13,Musical
29717,Spring Awakening,2015,9,13,Musical
29718,The Book Of Mormon,2015,9,13,Musical
29720,The King And I 2015,2015,9,13,Musical
29721,The Lion King,2015,9,13,Musical
29722,The Phantom Of The Opera,2015,9,13,Musical
29723,Wicked,2015,9,13,Musical
29724,A Gentleman'S Guide To Love And Murder,2015,9,20,Musical
29725,Aladdin,2015,9,20,Musical
29726,Amazing Grace,2015,9,20,Musical
29727,An American In Paris,2015,9,20,Musical
29728,Beautiful: The Carole King Musical,2015,9,20,Musical
29729,Chicago,2015,9,20,Musical
29730,Finding Neverland,2015,9,20,Musical
29732,Fun Home,2015,9,20,Musical
29733,Hamilton (musical),2015,9,20,Musical
29735,Jersey Boys,2015,9,20,Musical
29736,Kinky Boots,2015,9,20,Musical
29738,Matilda,2015,9,20,Musical
29740,Something Rotten!,2015,9,20,Musical
29741,Spring Awakening,2015,9,20,Musical
29742,The Book Of Mormon,2015,9,20,Musical
29744,The King And I 2015,2015,9,20,Musical
29745,The Lion King,2015,9,20,Musical
29746,The Phantom Of The Opera,2015,9,20,Musical
29747,Wicked,2015,9,20,Musical
29748,A Gentleman'S Guide To Love And Murder,2015,9,27,Musical
29749,Aladdin,2015,9,27,Musical
29750,Amazing Grace,2015,9,27,Musical
29751,An American In Paris,2015,9,27,Musical
29752,Beautiful: The Carole King Musical,2015,9,27,Musical
29753,Chicago,2015,9,27,Musical
29754,Dames At Sea,2015,9,27,Musical
29755,Finding Neverland,2015,9,27,Musical
29757,Fun Home,2015,9,27,Musical
29758,Hamilton (musical),2015,9,27,Musical
29760,Jersey Boys,2015,9,27,Musical
29761,Kinky Boots,2015,9,27,Musical
29763,Matilda,2015,9,27,Musical
29765,Something Rotten!,2015,9,27,Musical
29766,Spring Awakening,2015,9,27,Musical
29767,The Book Of Mormon,2015,9,27,Musical
29770,The King And I 2015,2015,9,27,Musical
29771,The Lion King,2015,9,27,Musical
29772,The Phantom Of The Opera,2015,9,27,Musical
29773,Wicked,2015,9,27,Musical
29774,A Gentleman'S Guide To Love And Murder,2015,10,4,Musical
29775,Aladdin,2015,10,4,Musical
29776,Amazing Grace,2015,10,4,Musical
29777,An American In Paris,2015,10,4,Musical
29778,Beautiful: The Carole King Musical,2015,10,4,Musical
29779,Chicago,2015,10,4,Musical
29780,Dames At Sea,2015,10,4,Musical
29781,Finding Neverland,2015,10,4,Musical
29783,Fun Home,2015,10,4,Musical
29784,Hamilton (musical),2015,10,4,Musical
29786,Jersey Boys,2015,10,4,Musical
29787,Kinky Boots,2015,10,4,Musical
29789,Matilda,2015,10,4,Musical
29791,Something Rotten!,2015,10,4,Musical
29792,Spring Awakening,2015,10,4,Musical
29794,The Book Of Mormon,2015,10,4,Musical
29797,The King And I 2015,2015,10,4,Musical
29798,The Lion King,2015,10,4,Musical
29799,The Phantom Of The Opera,2015,10,4,Musical
29801,Wicked,2015,10,4,Musical
29802,A Gentleman'S Guide To Love And Murder,2015,10,11,Musical
29803,Aladdin,2015,10,11,Musical
29804,Allegiance,2015,10,11,Musical
29805,Amazing Grace,2015,10,11,Musical
29806,An American In Paris,2015,10,11,Musical
29807,Beautiful: The Carole King Musical,2015,10,11,Musical
29808,Chicago,2015,10,11,Musical
29809,Dames At Sea,2015,10,11,Musical
29810,Finding Neverland,2015,10,11,Musical
29812,Fun Home,2015,10,11,Musical
29813,Hamilton (musical),2015,10,11,Musical
29815,Jersey Boys,2015,10,11,Musical
29817,Kinky Boots,2015,10,11,Musical
29819,Matilda,2015,10,11,Musical
29821,On Your Feet!,2015,10,11,Musical
29822,Something Rotten!,2015,10,11,Musical
29823,Spring Awakening,2015,10,11,Musical
29825,The Book Of Mormon,2015,10,11,Musical
29828,The King And I 2015,2015,10,11,Musical
29829,The Lion King,2015,10,11,Musical
29830,The Phantom Of The Opera,2015,10,11,Musical
29832,Wicked,2015,10,11,Musical
29833,A Gentleman'S Guide To Love And Murder,2015,10,18,Musical
29834,Aladdin,2015,10,18,Musical
29835,Allegiance,2015,10,18,Musical
29836,Amazing Grace,2015,10,18,Musical
29837,An American In Paris,2015,10,18,Musical
29838,Beautiful: The Carole King Musical,2015,10,18,Musical
29839,Chicago,2015,10,18,Musical
29840,Dames At Sea,2015,10,18,Musical
29841,Finding Neverland,2015,10,18,Musical
29843,Fun Home,2015,10,18,Musical
29844,Hamilton (musical),2015,10,18,Musical
29846,Jersey Boys,2015,10,18,Musical
29848,Kinky Boots,2015,10,18,Musical
29850,Matilda,2015,10,18,Musical
29852,On Your Feet!,2015,10,18,Musical
29853,Something Rotten!,2015,10,18,Musical
29854,Spring Awakening,2015,10,18,Musical
29856,The Book Of Mormon,2015,10,18,Musical
29859,The King And I 2015,2015,10,18,Musical
29860,The Lion King,2015,10,18,Musical
29861,The Phantom Of The Opera,2015,10,18,Musical
29863,Wicked,2015,10,18,Musical
29864,A Gentleman'S Guide To Love And Murder,2015,10,25,Musical
29866,Aladdin,2015,10,25,Musical
29867,Allegiance,2015,10,25,Musical
29868,Amazing Grace,2015,10,25,Musical
29869,An American In Paris,2015,10,25,Musical
29870,Beautiful: The Carole King Musical,2015,10,25,Musical
29871,Chicago,2015,10,25,Musical
29873,Dames At Sea,2015,10,25,Musical
29874,Finding Neverland,2015,10,25,Musical
29876,Fun Home,2015,10,25,Musical
29877,Hamilton (musical),2015,10,25,Musical
29879,Jersey Boys,2015,10,25,Musical
29881,Kinky Boots,2015,10,25,Musical
29883,Matilda,2015,10,25,Musical
29886,On Your Feet!,2015,10,25,Musical
29887,Something Rotten!,2015,10,25,Musical
29888,Spring Awakening,2015,10,25,Musical
29890,The Book Of Mormon,2015,10,25,Musical
29893,The King And I 2015,2015,10,25,Musical
29894,The Lion King,2015,10,25,Musical
29895,The Phantom Of The Opera,2015,10,25,Musical
29897,Wicked,2015,10,25,Musical
29898,A Gentleman'S Guide To Love And Murder,2015,11,1,Musical
29900,Aladdin,2015,11,1,Musical
29901,Allegiance,2015,11,1,Musical
29902,An American In Paris,2015,11,1,Musical
29903,Beautiful: The Carole King Musical,2015,11,1,Musical
29904,Chicago,2015,11,1,Musical
29906,Dames At Sea,2015,11,1,Musical
29907,Finding Neverland,2015,11,1,Musical
29909,Fun Home,2015,11,1,Musical
29910,Hamilton (musical),2015,11,1,Musical
29912,Jersey Boys,2015,11,1,Musical
29914,Kinky Boots,2015,11,1,Musical
29916,Matilda,2015,11,1,Musical
29919,On Your Feet!,2015,11,1,Musical
29920,Something Rotten!,2015,11,1,Musical
29921,Spring Awakening,2015,11,1,Musical
29923,The Book Of Mormon,2015,11,1,Musical
29926,The King And I 2015,2015,11,1,Musical
29927,The Lion King,2015,11,1,Musical
29928,The Phantom Of The Opera,2015,11,1,Musical
29930,Wicked,2015,11,1,Musical
29931,A Gentleman'S Guide To Love And Murder,2015,11,8,Musical
29933,Aladdin,2015,11,8,Musical
29934,Allegiance,2015,11,8,Musical
29935,An American In Paris,2015,11,8,Musical
29936,Beautiful: The Carole King Musical,2015,11,8,Musical
29937,Chicago,2015,11,8,Musical
29939,Dames At Sea,2015,11,8,Musical
29940,Finding Neverland,2015,11,8,Musical
29942,Fun Home,2015,11,8,Musical
29943,Hamilton (musical),2015,11,8,Musical
29945,Jersey Boys,2015,11,8,Musical
29947,Kinky Boots,2015,11,8,Musical
29950,Matilda,2015,11,8,Musical
29953,On Your Feet!,2015,11,8,Musical
29954,Something Rotten!,2015,11,8,Musical
29955,Spring Awakening,2015,11,8,Musical
29957,The Book Of Mormon,2015,11,8,Musical
29960,The King And I 2015,2015,11,8,Musical
29961,The Lion King,2015,11,8,Musical
29962,The Phantom Of The Opera,2015,11,8,Musical
29964,Wicked,2015,11,8,Musical
29965,A Gentleman'S Guide To Love And Murder,2015,11,15,Musical
29967,Aladdin,2015,11,15,Musical
29968,Allegiance,2015,11,15,Musical
29969,An American In Paris,2015,11,15,Musical
29970,Beautiful: The Carole King Musical,2015,11,15,Musical
29971,Chicago,2015,11,15,Musical
29973,Dames At Sea,2015,11,15,Musical
29974,Finding Neverland,2015,11,15,Musical
29976,Fun Home,2015,11,15,Musical
29977,Hamilton (musical),2015,11,15,Musical
29979,Jersey Boys,2015,11,15,Musical
29981,Kinky Boots,2015,11,15,Musical
29984,Matilda,2015,11,15,Musical
29987,On Your Feet!,2015,11,15,Musical
29988,School Of Rock,2015,11,15,Musical
29989,Something Rotten!,2015,11,15,Musical
29990,Spring Awakening,2015,11,15,Musical
29992,The Book Of Mormon,2015,11,15,Musical
29993,The Color Purple 2015,2015,11,15,Musical
29996,The King And I 2015,2015,11,15,Musical
29997,The Lion King,2015,11,15,Musical
29998,The Phantom Of The Opera,2015,11,15,Musical
30000,Wicked,2015,11,15,Musical
30001,A Gentleman'S Guide To Love And Murder,2015,11,22,Musical
30003,Aladdin,2015,11,22,Musical
30004,Allegiance,2015,11,22,Musical
30005,An American In Paris,2015,11,22,Musical
30006,Beautiful: The Carole King Musical,2015,11,22,Musical
30007,Chicago,2015,11,22,Musical
30009,Dames At Sea,2015,11,22,Musical
30010,Fiddler On The Roof 2015,2015,11,22,Musical
30011,Finding Neverland,2015,11,22,Musical
30013,Fun Home,2015,11,22,Musical
30014,Hamilton (musical),2015,11,22,Musical
30016,Jersey Boys,2015,11,22,Musical
30018,Kinky Boots,2015,11,22,Musical
30021,Matilda,2015,11,22,Musical
30024,On Your Feet!,2015,11,22,Musical
